,20,40,50,60,103,107,109,113,120,121,125,129,133,137,147,151,153,155,159,161,169,173,175,177,180,181,186,187,193,195,197,199,204,205,211,213,215,219,221,231,233,235,238,240,241,243,245,247,249,251,263,271,277,281,283,291,293,299,301,305,309,313,317,330,333,330_60,329_61,329,101_101,101,105_105,105,225_111,225,111_111,111,114_113,114,112_115,112,115_115,115,119_117,119,123_119,171_119,171,297_120,297,122_120,123_121,123,122_121,122,131_125,131,135_127,135,145_129,145,149_141,149,163_151,163,179_161,179_163,179,185_169,185,183_169,183,189_171,189,201_179,201,315_181,315,203_183,203,202_185,202,209_187,207_189,207,209_189,209,223_191,223,116_193,116,217_193,217,229_199,229,323_201,323,319_205,237_207,237,269_211,269,261_213,257_217,257,261_229,261,273_237,273,275_239,275_241,275,285_247,285,295_249,295,287_255,287,289_255,289,303_257,303,307_261,307,117_263,117,321_265,321,311_267,311,325_269,325,191_271,191,319_273,319,239_275,239,10,335
43200,0.39584777,0.10666976,0.03475543,3.843827e-08,0.11766186,0.027037637,0.10791367,0.038416784,-0.049152546,-0.03538276,-0.114697956,-0.3569508,0.39584777,0.003128643,0.020322748,-0.022712471,0.0035643382,0.0055864295,-0.006212158,-0.008193266,0.010384892,0.27026248,0.2664723,0.2634483,0.00019028004,0.00019028004,0.024084145,0.28268915,-0.114761084,-0.10404016,-0.10829731,-0.0016275477,0.035162672,0.024084145,-0.0054225926,0.030866394,0.029257985,0.008907333,-0.008907333,0.2697873,0.2858617,-0.0012942273,0.0046676667,0.0046676667,0.0046676667,0.004603996,0.013824908,0.013212021,0.0064651305,0.003023989,0.0012060828,0.0063103805,0.0003176213,-0.007825863,-0.013064739,0.003990026,0.010330425,-0.010796702,-0.010796702,-0.03514882,-0.008012523,-0.013558885,0.0065188846,2.4144388e-08,8.048128e-09,0.0,2.4144388e-08,3.110449e-08,0.223835,0.223835,0.09227172,0.09227172,0.040529467,0.040529467,0.09097876,0.09097876,0.012022094,0.012022094,-0.0016446788,-0.0016446788,0.02303883,0.02303883,0.008848496,0.008848496,0.24561463,0.011614655,0.011614655,-0.020178253,-0.020178253,-0.006408464,0.24561463,0.24561463,-0.006408464,-0.006408464,-0.3706729,-0.3706729,0.023882447,0.023882447,0.020753805,0.020753805,-0.023166215,-0.023166215,-0.0071523273,-0.0071523273,0.27119932,0.27119932,0.27119932,-0.0010655683,-0.0010655683,0.27833214,0.27833214,0.2772255,0.2772255,0.10666976,0.10666976,-0.010720912,-0.010720912,0.012955714,0.012955714,0.035162672,0.035162672,-0.006782247,0.014583262,0.014583262,-0.006782247,-0.006782247,0.039282396,0.039282396,0.048974454,0.048974454,0.0024221847,0.0024221847,0.2772255,0.2772255,-0.01933915,-0.01933915,-0.007813112,0.022566214,0.022566214,-0.009855421,-0.009855421,-0.00040730802,0.0016686096,0.0016686096,-0.00040730805,-0.00040730805,-0.017308213,-0.017308213,-0.007508241,-0.007508241,-0.007508241,0.0045024566,0.0045024566,-0.008562284,-0.008562284,-0.017479053,-0.017479053,0.03475543,0.03475543,-0.009381553,-0.009381553,-0.044530377,-0.044530377,-0.055327073,-0.055327073,0.27031964,0.27031964,0.03727051,0.03727051,0.008136293,0.008136293,-0.0025846194,-0.0025846194,-0.007813112,-0.007813112,-0.012820265,-0.012820265,0.223835,0.0
44100,-0.20068997,-0.058239393,-0.01287942,0.82441735,0.11083465,0.025781298,0.10108646,0.045448694,-0.03283144,-0.009829765,0.7097194,0.22820388,-0.20068997,0.003128643,0.009839092,-0.022712471,0.014047993,0.016070085,-0.016695814,-0.018676922,0.009485469,0.46431234,0.46052215,0.4574982,0.00019028004,0.00019028004,0.034545567,0.45499992,-0.114761084,0.030988287,0.026731137,-0.03150826,0.039942436,0.034545567,0.014152323,0.041111283,0.039671432,0.006927244,-0.006927244,0.30066854,0.2858617,0.010679651,0.052302517,0.052302517,0.052302517,0.052238848,0.02310774,0.013212021,0.0064651305,0.003023989,0.0012060828,-0.0029724508,0.0003176213,0.010013205,0.016731046,0.003990026,-0.0070629166,-0.00732912,-0.00732912,-0.036173545,-0.007828425,0.0004432534,0.007610072,0.0,-1.6096257e-08,0.0,0.82441735,0.82441735,0.20849942,0.20849942,0.08376336,0.08376336,0.04862114,0.04862114,0.08415153,0.08415153,0.015392657,0.015392657,0.020306129,0.020306129,0.021782488,0.021782488,-0.017729219,-0.017729219,0.4673687,0.022997731,0.022997731,-0.011901515,-0.011901515,0.011100159,0.4673687,0.4673687,0.011100159,0.011100159,0.21538119,0.21538119,0.013398793,0.013398793,0.0102701485,0.0102701485,-0.023166215,-0.023166215,-0.0062529044,-0.0062529044,0.46326908,0.46326908,0.46326908,-0.0010655683,-0.0010655683,0.47021782,0.47021782,0.32008055,0.32008055,-0.058239393,-0.058239393,-0.14574936,-0.14574936,0.007274056,0.007274056,0.039942436,0.039942436,-0.0065657133,0.038782313,0.038782313,-0.006565714,-0.006565714,0.047374073,0.047374073,0.059376925,0.059376925,0.00026897198,0.00026897222,0.32008055,0.32008055,0.0115420595,0.0115420595,0.0030695787,0.03822867,0.03822867,0.0284966,0.0284966,0.008875523,0.0016686096,0.0016686096,0.008875523,0.008875523,0.030326638,0.030326638,0.010330827,0.010330827,0.010330827,-0.007899987,-0.007899987,0.008831058,0.008831058,0.012762457,0.012762457,-0.012879421,-0.012879421,-0.004572395,-0.004572395,-0.04074594,-0.04074594,-0.048075065,-0.048075065,0.46238938,0.46238938,0.047499858,0.047499858,0.013709069,0.013709069,-0.1320403,-0.1320403,0.0030695787,0.0030695787,0.019152131,0.019152131,0.20849942,0.8244175
45000,-0.20010495,-0.057764046,-0.013085792,0.82383585,0.110695764,0.025747515,0.100947574,0.045397706,-0.032689713,-0.009712625,0.70913786,0.22763886,-0.20010495,0.003128643,0.009855986,-0.022712471,0.014031099,0.01605319,-0.016678918,-0.018660028,0.009488568,0.4641576,0.46036735,0.45734337,0.00019028004,0.00019028004,0.0345265,0.4548071,-0.114761084,0.030603759,0.026346609,-0.031417433,0.039969534,0.0345265,0.014153956,0.041072126,0.03963279,0.006904491,-0.006904491,0.30078694,0.2858617,0.010740534,0.05250889,0.05250889,0.05250889,0.052445218,0.023155507,0.013212021,0.0064651305,0.003023989,0.0012060828,-0.00302022,0.0003176213,0.010090487,0.016860133,0.003990026,-0.0071385293,-0.007308606,-0.007308606,-0.036114868,-0.00781478,0.00045732086,0.0076126945,0.0,-1.6096257e-08,0.0,0.82383585,0.82383585,0.20822698,0.20822698,0.0836298,0.0836298,0.048569202,0.048569202,0.08401265,0.08401265,0.015381382,0.015381382,0.020342087,0.020342087,0.021748709,0.021748709,-0.017787684,-0.017787684,0.46733564,0.022977741,0.022977741,-0.011860411,-0.011860411,0.011116678,0.46733564,0.46733564,0.011116678,0.011116678,0.21481307,0.21481307,0.013415687,0.013415687,0.010287044,0.010287044,-0.023166215,-0.023166215,-0.006256002,-0.006256002,0.46309155,0.46309155,0.46309155,-0.0010655683,-0.0010655683,0.4700266,0.4700266,0.32025984,0.32025984,-0.057764046,-0.057764046,-0.14536482,-0.14536482,0.0073202145,0.0073202145,0.039969534,0.039969534,-0.006545625,0.03873765,0.03873765,-0.006545625,-0.006545625,0.047322135,0.047322135,0.05931467,0.05931467,0.0002561898,0.00025618973,0.32025984,0.32025984,0.011660454,0.011660454,0.0031278399,0.038314026,0.038314026,0.0286552,0.0286552,0.008923292,0.0016686096,0.0016686096,0.008923292,0.008923292,0.03053301,0.03053301,0.010408108,0.010408108,0.010408108,-0.007953466,-0.007953466,0.00890667,0.00890667,0.012893218,0.012893218,-0.013085794,-0.013085794,-0.0045518046,-0.0045518046,-0.040666673,-0.040666673,-0.047975283,-0.047975283,0.46221185,0.46221185,0.04744757,0.04744757,0.013696635,0.013696635,-0.1316682,-0.1316682,0.0031278399,0.0031278399,0.019273147,0.019273147,0.20822698,0.82383585
45900,-0.19951896,-0.057304572,-0.0132793635,0.82325584,0.110557236,0.025713842,0.10080904,0.045346968,-0.032547936,-0.009595314,0.70855784,0.22707291,-0.19951896,0.003128643,0.009872881,-0.022712471,0.014014204,0.016036296,-0.016662024,-0.018643133,0.009491695,0.46400526,0.46021503,0.45719108,0.00019028004,0.00019028004,0.034507573,0.45461592,-0.114761084,0.030232178,0.025975026,-0.031329546,0.039994925,0.034507573,0.014156453,0.041033257,0.03959447,0.0068817437,-0.0068817437,0.30089787,0.2858617,0.010797761,0.052702457,0.052702457,0.052702457,0.05263879,0.023200285,0.013212021,0.0064651305,0.003023989,0.0012060828,-0.0030649973,0.0003176213,0.010162974,0.016981216,0.003990026,-0.0072094477,-0.007288145,-0.007288145,-0.036056194,-0.00780114,0.00047201678,0.0076151513,0.0,-1.6096257e-08,0.0,0.82325584,0.82325584,0.2079551,0.2079551,0.08349647,0.08349647,0.04851754,0.04851754,0.083874114,0.083874114,0.015370212,0.015370212,0.02037822,0.02037822,0.021715036,0.021715036,-0.017846318,-0.017846318,0.46730503,0.022957716,0.022957716,-0.011819426,-0.011819426,0.011133199,0.46730503,0.46730503,0.011133199,0.011133199,0.21424398,0.21424398,0.013432582,0.013432582,0.010303939,0.010303939,-0.023166215,-0.023166215,-0.0062591303,-0.0062591303,0.46291646,0.46291646,0.46291646,-0.0010655683,-0.0010655683,0.46983793,0.46983793,0.320428,0.320428,-0.057304572,-0.057304572,-0.14499325,-0.14499325,0.007364537,0.007364537,0.039994925,0.039994925,-0.006525679,0.03869408,0.03869408,-0.006525679,-0.006525679,0.047270477,0.047270477,0.059252754,0.059252754,0.00024340133,0.00024340129,0.320428,0.320428,0.011771402,0.011771402,0.0031826089,0.038394187,0.038394187,0.028803995,0.028803995,0.008968069,0.0016686096,0.0016686096,0.008968069,0.008968069,0.030726578,0.030726578,0.010480596,0.010480596,0.010480596,-0.008003628,-0.008003628,0.008977588,0.008977588,0.013015867,0.013015867,-0.013279363,-0.013279363,-0.0045312806,-0.0045312806,-0.040587477,-0.040587477,-0.04787562,-0.04787562,0.4620368,0.4620368,0.047395613,0.047395613,0.013684437,0.013684437,-0.13130881,-0.13130881,0.0031826089,0.0031826089,0.019386554,0.019386554,0.2079551,0.82325584
46800,-0.2081448,-0.06337112,-0.016973078,0.8218951,0.10974457,0.02568872,0.10066867,0.04567295,-0.035202578,-0.012171754,0.70694476,0.23427351,-0.2081448,0.0029128743,0.009361762,-0.022712471,0.014444316,0.016326953,-0.016909529,-0.01875401,0.009142385,0.46004707,0.45651823,0.45370278,0.00017715729,0.00017715729,0.034617547,0.45314053,-0.10933532,0.035460167,0.031496614,-0.03187451,0.039885934,0.034617547,0.013172805,0.041445114,0.03995258,0.0074109593,-0.0074109593,0.30042613,0.2852308,0.010817183,0.053677343,0.053677343,0.053677343,0.053618062,0.022659238,0.012300847,0.0060192593,0.002815438,0.0011229047,-0.0039125895,0.0002957164,0.011188257,0.018693455,0.0037148518,-0.00840041,-0.0075873127,-0.0075873127,-0.03640598,-0.008087269,-0.00053613423,0.007612065,0.0,-1.6096257e-08,0.0,0.8218951,0.8218951,0.20651317,0.20651317,0.083825886,0.083825886,0.048831213,0.048831213,0.08490167,0.08490167,0.015355582,0.015355582,0.019273922,0.019273922,0.021965692,0.021965692,-0.016213771,-0.016213771,0.45931128,0.022465747,0.022465747,-0.012507421,-0.012507421,0.010523403,0.45931128,0.45931128,0.010523403,0.010523403,0.22202405,0.22202405,0.012675965,0.012675965,0.00976309,0.00976309,-0.023134924,-0.023134924,-0.006132755,-0.006132755,0.4600372,0.4600372,0.4600372,-0.0009920808,-0.0009920808,0.46730545,0.46730545,0.3193735,0.3193735,-0.06337112,-0.06337112,-0.14479548,-0.14479548,0.0070161116,0.0070161116,0.039885934,0.039885934,-0.0068275677,0.038890623,0.038890623,-0.0068275677,-0.0068275677,0.047670152,0.047670152,0.059665106,0.059665106,0.0006445838,0.00064458366,0.3193735,0.3193735,0.012155742,0.012155742,0.003205117,0.038637586,0.038637586,0.030368073,0.030368073,0.009408553,0.0015535331,0.0015535331,0.009408553,0.009408553,0.033217035,0.033217035,0.011483974,0.011483974,0.011483974,-0.008646844,-0.008646844,0.010046611,0.010046611,0.015039589,0.015039589,-0.016973078,-0.016973078,-0.0049201096,-0.0049201096,-0.04132609,-0.04132609,-0.048913404,-0.048913404,0.4592182,0.4592182,0.048039854,0.048039854,0.01370894,0.01370894,-0.13108654,-0.13108654,0.003205117,0.003205117,0.019767806,0.019767806,0.20651317,0.8218951
47700,-0.20767109,-0.06285797,-0.017053679,0.8212801,0.10959428,0.025651367,0.100518376,0.045611694,-0.035064902,-0.012063431,0.7063297,0.23381414,-0.20767109,0.0029128743,0.009375143,-0.022712471,0.014430935,0.01631357,-0.016896145,-0.018740626,0.009143295,0.4597547,0.4562259,0.45341048,0.00017715729,0.00017715729,0.034586657,0.45281225,-0.10933532,0.03504699,0.031083437,-0.03177454,0.039897803,0.034586657,0.013169855,0.041393884,0.039902512,0.0073875673,-0.0073875673,0.30047187,0.2852308,0.010840167,0.05375794,0.05375794,0.05375794,0.053698663,0.022677632,0.012300847,0.0060192593,0.002815438,0.0011229047,-0.0039309864,0.0002957164,0.01121844,0.01874387,0.0037148518,-0.008429918,-0.0075658993,-0.0075658993,-0.036345087,-0.00807175,-0.0005229352,0.0076131495,0.0,-1.6096257e-08,0.0,0.82128006,0.82128006,0.20622197,0.20622197,0.08368497,0.08368497,0.04876782,0.04876782,0.084751375,0.084751375,0.015340023,0.015340023,0.019299557,0.019299557,0.021928338,0.021928338,-0.016261203,-0.016261203,0.45914236,0.022451455,0.022451455,-0.01246476,-0.01246476,0.01053671,0.45914236,0.45914236,0.01053671,0.01053671,0.22156374,0.22156374,0.012689346,0.012689346,0.009776472,0.009776472,-0.023134924,-0.023134924,-0.006133665,-0.006133665,0.45972145,0.45972145,0.45972145,-0.0009920808,-0.0009920808,0.4669742,0.4669742,0.3194422,0.3194422,-0.06285797,-0.06285797,-0.14438231,-0.14438231,0.0070588756,0.0070588756,0.039897803,0.039897803,-0.006807231,0.038833413,0.038833413,-0.006807231,-0.006807231,0.04760676,0.04760676,0.05958829,0.05958829,0.0006324178,0.0006324178,0.3194422,0.3194422,0.012201485,0.012201485,0.0032270178,0.03867136,0.03867136,0.030430276,0.030430276,0.0094269505,0.001553533,0.0015535331,0.0094269505,0.0094269505,0.033297636,0.033297636,0.011514157,0.011514157,0.011514157,-0.008667753,-0.008667753,0.010076119,0.010076119,0.015090682,0.015090682,-0.017053679,-0.017053679,-0.004898861,-0.004898861,-0.041243948,-0.041243948,-0.04880985,-0.04880985,0.45890242,0.45890242,0.04797426,0.04797426,0.013692791,0.013692791,-0.13068952,-0.13068952,0.0032270178,0.0032270178,0.019814635,0.019814635,0.20622197,0.8212801
48600,-0.20719211,-0.06235893,-0.017127736,0.8206667,0.10944441,0.025614148,0.10036851,0.045550883,-0.034926936,-0.011954614,0.7057163,0.23334971,-0.20719211,0.0029128743,0.009388702,-0.022712471,0.0144173745,0.016300013,-0.016882587,-0.018727068,0.009144314,0.4594688,0.45593998,0.45312452,0.00017715729,0.00017715729,0.03455623,0.45248947,-0.10933532,0.034645215,0.030681662,-0.031677265,0.039908733,0.03455623,0.013167873,0.041343197,0.039852995,0.0073641767,-0.0073641767,0.3005139,0.2852308,0.010861277,0.053832002,0.053832002,0.053832002,0.05377272,0.022694545,0.012300847,0.0060192593,0.002815438,0.0011229047,-0.0039478973,0.0002957164,0.011246173,0.018790195,0.0037148518,-0.008457033,-0.007544496,-0.007544496,-0.036284283,-0.008056268,-0.00050907093,0.0076141465,0.0,-1.6096257e-08,0.0,0.8206666,0.8206666,0.2059314,0.2059314,0.0835443,0.0835443,0.048704922,0.048704922,0.08460151,0.08460151,0.015324655,0.015324655,0.019325718,0.019325718,0.021891119,0.021891119,-0.016309213,-0.016309213,0.4589798,0.022436878,0.022436878,-0.012422108,-0.012422108,0.010550216,0.4589798,0.4589798,0.010550216,0.010550216,0.22109832,0.22109832,0.012702905,0.012702905,0.00979003,0.00979003,-0.023134924,-0.023134924,-0.0061346837,-0.0061346837,0.4594121,0.4594121,0.4594121,-0.0009920808,-0.0009920808,0.46664944,0.46664944,0.31950533,0.31950533,-0.06235893,-0.06235893,-0.14398053,-0.14398053,0.007100232,0.007100232,0.039908733,0.039908733,-0.006786966,0.038777497,0.038777497,-0.006786966,-0.006786966,0.04754386,0.04754386,0.059512105,0.059512105,0.0006202107,0.0006202107,0.31950533,0.31950533,0.012243503,0.012243503,0.0032471311,0.038702406,0.038702406,0.03048742,0.03048742,0.009443861,0.0015535331,0.0015535331,0.009443861,0.009443861,0.033371698,0.033371698,0.01154189,0.01154189,0.01154189,-0.008686963,-0.008686963,0.010103233,0.010103233,0.015137625,0.015137625,-0.017127736,-0.017127736,-0.0048776125,-0.0048776125,-0.041161895,-0.041161895,-0.048706394,-0.048706394,0.4585931,0.4585931,0.047909264,0.047909264,0.013676943,0.013676943,-0.13030358,-0.13030358,0.0032471311,0.0032471311,0.019857649,0.019857649,0.2059314,0.8206667
49500,0.38664976,0.10274566,0.02916781,3.8294957e-08,0.11639923,0.026927855,0.10732333,0.03870971,-0.05067898,-0.03692678,-0.11495032,-0.3490447,0.38664976,0.0029128743,0.019886926,-0.022712471,0.0039191516,0.0058017885,-0.006384363,-0.008228844,0.010093557,0.26597932,0.26245046,0.25963503,0.00017715729,0.00017715729,0.02431566,0.2803659,-0.10933532,-0.10139534,-0.10535889,-0.002613231,0.035270937,0.02431566,-0.0060404497,0.03138606,0.029741846,0.00929982,-0.00929982,0.27025855,0.2852308,-0.00054110825,0.007536454,0.007536454,0.007536454,0.007477175,0.013782546,0.012300847,0.0060192593,0.002815438,0.0011229047,0.004964101,0.0002957164,-0.006091312,-0.010167862,0.0037148518,0.008449786,-0.011063797,-0.011063797,-0.03507729,-0.0082782805,-0.01414262,0.0065859915,2.4144388e-08,8.048128e-09,0.0,2.4144388e-08,3.117325e-08,0.22135597,0.22135597,0.09201403,0.09201403,0.040857747,0.040857747,0.09155633,0.09155633,0.012102372,0.012102372,-0.0023174519,-0.002317452,0.023204828,0.023204828,0.009869947,0.009869947,0.23829077,0.010989411,0.010989411,-0.020785127,-0.020785127,-0.0070329304,0.23829077,0.23829077,-0.0070329304,-0.0070329304,-0.36224535,-0.36224535,0.023201128,0.023201128,0.020288255,0.020288255,-0.023134924,-0.023134924,-0.007083927,-0.007083927,0.2678583,0.2678583,0.2678583,-0.0009920808,-0.0009920808,0.27531755,0.27531755,0.27784762,0.27784762,0.10274566,0.10274566,-0.007939975,-0.007939975,0.012703002,0.012703002,0.035270937,0.035270937,-0.0070703975,0.015316233,0.015316233,-0.0070703975,-0.0070703975,0.039696686,0.039696686,0.049448654,0.049448654,0.002730172,0.002730172,0.27784762,0.27784762,-0.018011859,-0.018011859,-0.0071271,0.023690378,0.023690378,-0.0068961224,-0.0068961224,0.0005318627,0.0015535331,0.0015535331,0.00053186266,0.0005318627,-0.012923849,-0.012923849,-0.0057955957,-0.0057955957,-0.0057955957,0.0033642766,0.0033642766,-0.0068035866,-0.0068035866,-0.0142511,-0.0142511,0.02916781,0.02916781,-0.0097213285,-0.0097213285,-0.044798616,-0.044798616,-0.05586241,-0.05586241,0.26703924,0.26703924,0.038020127,0.038020127,0.00810217,0.00810217,0.0001621958,0.0001621983,-0.0071271,-0.0071271,-0.011425869,-0.011425869,0.22135597,0.0
50400,0.37192637,0.09443821,0.021794733,3.843361e-08,0.11562875,0.027045736,0.10756128,0.039606918,-0.053883363,-0.03995677,-0.11495032,-0.33630392,0.37192637,0.0025892218,0.01920194,-0.022712471,0.0044826274,0.0061560823,-0.006673926,-0.008313464,0.009643113,0.2600857,0.25694895,0.25444636,0.00015747314,0.00015747314,0.024679264,0.2779369,-0.10498209,-0.09596169,-0.09948485,-0.0050466326,0.034975115,0.024679264,-0.007161713,0.032509163,0.03086486,0.010072982,-0.010072982,0.26723042,0.2806883,0.00017724375,0.010831278,0.010831278,0.010831278,0.010778585,0.012979655,0.010934087,0.0053504524,0.0025026114,0.0009981374,0.003684032,0.00026285902,-0.0038671226,-0.0064532696,0.0033020906,0.005997183,-0.011649005,-0.011649005,-0.035348933,-0.0088226665,-0.0152624,0.006579942,1.6096257e-08,8.048128e-09,0.0,2.4144388e-08,3.2293812e-08,0.21978751,0.21978751,0.09265414,0.09265414,0.041830268,0.041830268,0.09354617,0.09354617,0.012355885,0.012355885,-0.003512159,-0.003512159,0.023736376,0.023736376,0.0117371315,0.0117371315,0.22696619,0.010096238,0.010096238,-0.022060573,-0.022060573,-0.00813398,0.22696619,0.22696619,-0.00813398,-0.00813398,-0.34870884,-0.34870884,0.022147896,0.022147896,0.019558676,0.019558676,-0.023087984,-0.023087984,-0.0069678873,-0.0069678873,0.26356238,0.26356238,0.26356238,-0.0008818495,-0.00088184956,0.27165702,0.27165702,0.27463448,0.27463448,0.09443821,0.09443821,-0.009020405,-0.009020405,0.011849382,0.011849382,0.034975115,0.034975115,-0.007829902,0.016896017,0.016896017,-0.007829902,-0.007829902,0.040798213,0.040798213,0.050750863,0.050750863,0.0033286477,0.003328648,0.27463448,0.27463448,-0.01615973,-0.01615973,-0.0064026983,0.024613783,0.024613783,-0.0027261819,-0.0027261819,0.0012012696,0.0013809182,0.0013809182,0.0012012696,0.0012012696,-0.0073556583,-0.0073556583,-0.003604264,-0.0036042635,-0.0036042635,0.0019193758,0.0019193758,-0.004533894,-0.004533894,-0.0100491755,-0.0100491755,0.021794733,0.021794733,-0.010411568,-0.010411568,-0.045760497,-0.045760497,-0.057409503,-0.057409503,0.26283437,0.26283437,0.039687525,0.039687525,0.008100687,0.008100687,-0.0009197165,-0.00091971486,-0.0064026983,-0.0064026983,-0.009579788,-0.009579788,0.21978751,0.0
51300,0.37110096,0.094133906,0.022469232,3.434047e-08,0.11586526,0.027103432,0.107797794,0.039677024,-0.054105148,-0.040156588,-0.11495031,-0.3355273,0.37110096,0.0025892218,0.019169139,-0.022712471,0.0045154262,0.006188881,-0.0067067253,-0.008346262,0.009627141,0.25955296,0.2564162,0.25391358,0.00015747314,0.00015747314,0.024670962,0.27754295,-0.10498209,-0.0957596,-0.099282764,-0.0051488574,0.03490312,0.024670962,-0.0072301016,0.0325526,0.030913599,0.01011482,-0.01011482,0.26686412,0.2806883,-5.8944046e-05,0.01015678,0.01015678,0.01015678,0.010104086,0.012895848,0.010934087,0.0053504524,0.0025026114,0.0009981374,0.003767839,0.00026285902,-0.0041196966,-0.0068751946,0.0033020906,0.0062443633,-0.011694054,-0.011694054,-0.0354171,-0.008851218,-0.015324341,0.0065553626,2.4144388e-08,8.048128e-09,0.0,3.2192514e-08,4.107965e-08,0.22024268,0.22024268,0.09287279,0.09287279,0.041903283,0.041903283,0.093782686,0.093782686,0.012375328,0.012375328,-0.0036055574,-0.0036055574,0.023794074,0.023794074,0.011868783,0.011868783,0.2262604,0.0101450095,0.0101450095,-0.02215336,-0.02215336,-0.008204803,0.2262604,0.2262604,-0.008204803,-0.008204803,-0.34791628,-0.34791628,0.022115098,0.022115098,0.019525876,0.019525876,-0.023087984,-0.023087984,-0.006951915,-0.006951915,0.26307148,0.26307148,0.26307148,-0.00088184956,-0.00088184956,0.27119467,0.27119467,0.27403197,0.27403197,0.094133906,0.094133906,-0.009222488,-0.009222488,0.011785692,0.011785692,0.03490312,0.03490312,-0.007881639,0.01693455,0.01693455,-0.007881639,-0.007881639,0.04087123,0.04087123,0.050840415,0.050840415,0.0033582258,0.0033582258,0.27403197,0.27403197,-0.016526049,-0.016526049,-0.0066143065,0.02433018,0.02433018,-0.003316873,-0.003316873,0.0011174623,0.0013809183,0.0013809182,0.0011174623,0.0011174623,-0.008030157,-0.008030157,-0.0038568375,-0.0038568375,-0.0038568375,0.0020941203,0.0020941203,-0.0047810744,-0.0047810744,-0.010476493,-0.010476493,0.022469232,0.022469232,-0.010459308,-0.010459308,-0.045876406,-0.045876406,-0.057570457,-0.057570457,0.26234347,0.26234347,0.039764818,0.039764818,0.008094239,0.008094239,-0.0011282492,-0.0011282493,-0.0066143065,-0.0066143065,-0.0099706855,-0.0099706855,0.22024268,0.0
52200,-0.22620651,-0.07291497,-0.021718528,0.8230114,0.10926277,0.02584234,0.1011953,0.046377648,-0.039872937,-0.016630292,0.70806104,0.24993038,-0.22620651,0.0025892218,0.008385408,-0.022712471,0.015299159,0.01697261,-0.017490458,-0.019129995,0.008561068,0.45346588,0.45032912,0.4478265,0.00015747314,0.00015747314,0.03479686,0.45050737,-0.10498209,0.043038193,0.039515037,-0.033399932,0.0392214,0.03479686,0.011639709,0.04221559,0.04065297,0.008301469,-0.008301469,0.29593757,0.2806883,0.010737087,0.05434454,0.05434454,0.05434454,0.054291848,0.021646094,0.010934087,0.0053504524,0.0025026114,0.0009981374,-0.0049824077,0.00026285902,0.01242844,0.02076443,0.0033020906,-0.009894216,-0.00819547,-0.00819547,-0.037078116,-0.008585931,-0.0021573508,0.0075096404,0.0,-1.6096257e-08,0.0,0.8230114,0.8230114,0.20577547,0.20577547,0.08500808,0.08500808,0.04952001,0.04952001,0.08718019,0.08718019,0.015381709,0.015381709,0.017314285,0.017314285,0.02253298,0.02253298,-0.013318533,-0.013318533,0.44625536,0.021994812,0.021994812,-0.013888713,-0.013888713,0.00935393,0.44625536,0.44625536,0.00935393,0.00935393,0.23860745,0.23860745,0.011331366,0.011331366,0.008742144,0.008742144,-0.023087984,-0.023087984,-0.0058858427,-0.0058858427,0.45517105,0.45517105,0.45517105,-0.0008818495,-0.00088184956,0.46302897,0.46302897,0.31390145,0.31390145,-0.07291497,-0.07291497,-0.14802028,-0.14802028,0.0059780725,0.0059780725,0.0392214,0.0392214,-0.0074187336,0.039378006,0.039378006,-0.0074187336,-0.0074187336,0.048487954,0.048487954,0.06054742,0.06054742,0.0013119575,0.0013119575,0.31390145,0.31390145,0.012547406,0.012547406,0.0032274462,0.03849021,0.03849021,0.03212064,0.03212064,0.009867709,0.0013809182,0.0013809182,0.009867709,0.009867709,0.036157604,0.036157604,0.012691299,0.012691299,0.012691299,-0.009406924,-0.009406924,0.011357505,0.011357505,0.017572688,0.017572688,-0.021718528,-0.021718528,-0.0056932424,-0.0056932424,-0.042771358,-0.042771358,-0.05096683,-0.05096683,0.45444304,0.45444304,0.0492389,0.0492389,0.01379706,0.01379706,-0.13422321,-0.13422321,0.0032274462,0.0032274462,0.020057047,0.020057047,0.20577547,0.82301146
